read,conmment,title,author,renew,link
682,0,复星医药(600196)融资融券信息(04-30),复星医药资讯,05-01 07:46,"/news,600196,1030524388.html"
659,0,复星医药：融资净买入1.51亿元，两市排名第四（04-30）,复星医药资讯,05-01 07:34,"/news,600196,1030522587.html"
2641,2,业绩利好 复星医药股价三天两板 外资、机构纷纷买入,复星医药资讯,04-30 18:09,"/news,600196,1030479146.html"
7297,7,东方财富证券拉萨团结路第二营业部今日净卖出1.1亿,功夫营业部,04-30 17:45,"/news,600196,1030444318.html"
3999,3,4月30日龙虎榜解析：复星医药净买入额最多 还有18只个股被机构扫货,复星医药资讯,04-30 17:44,"/news,600196,1030444383.html"
1614,1,复星医药封涨停板 一机构买入5亿元,一句话龙虎榜,04-30 17:07,"/news,600196,1030435562.html"
11293,67,复星医药（600196）龙虎榜数据（04-30）,复星医药资讯,04-30 16:34,"/news,600196,1030442227.html"
475,0,复星医药封涨停板，一季报业绩同比增加46.78%,异动鸭,04-30 15:43,"/news,600196,1030412178.html"
3302,1,2020年年报生物制品行业排行榜（4-30）,玉树小风子,04-30 13:14,"/news,600196,1030291106.html"
573,1,复星医药(600196)融资融券信息(04-29),复星医药资讯,04-30 07:48,"/news,600196,1030043951.html"
433,0,复星医药：融资净偿还1.77亿元，两市排名第七（04-29）,复星医药资讯,04-30 07:35,"/news,600196,1030040959.html"
2874,6,2020年年报生物制品行业排行榜（4-29）,玉树小风子,04-29 11:07,"/news,600196,1029664275.html"
466,1,复星医药(600196)融资融券信息(04-28),复星医药资讯,04-29 07:48,"/news,600196,1029491002.html"
488,0,复星医药：融资净买入7.23亿元，两市排名第二（04-28）,复星医药资讯,04-29 07:35,"/news,600196,1029487691.html"
3148,3,复星医药涨停背后 疫苗复必泰将成今年业绩增量,复星医药资讯,04-29 07:24,"/news,600196,1029699723.html"
504,0,复星医药封涨停板，一季报业绩同比增加46.78%,异动鸭,04-28 15:40,"/news,600196,1029296590.html"
9448,31,疫苗股午后走强 复星医药涨停,复星医药资讯,04-28 13:17,"/news,600196,1029180610.html"
3883,18,浙商证券维持复星医药买入评级：利润端略超预期 看好业绩向上加速拐点,复星医药资讯,04-28 12:56,"/news,600196,1029209140.html"
2160,0,2020年年报生物制品行业排行榜（4-28）,玉树小风子,04-28 11:02,"/news,600196,1029106044.html"
660,0,读财报系列—— 一文看懂复星医药21年一季度利润表,龚太郎,04-28 10:42,"/news,600196,1029083719.html"
431,0,复星医药(600196)融资融券信息(04-27),复星医药资讯,04-28 07:37,"/news,600196,1028940883.html"
444,0,复星医药：融资净买入7589.31万元，两市排名第19（04-27）,复星医药资讯,04-28 07:36,"/news,600196,1028940715.html"
2245,6,复星医药：向实控人公司豫园股份转让所持佛山禅曦100%股权及债权,复星医药资讯,04-27 19:03,"/news,600196,1028857564.html"
1585,3,（4-27）复星医药连续三日收于年线之上，为近一年首次,阿童木要突破,04-27 15:46,"/news,600196,1028750222.html"
1767,0,2020年年报生物制品行业排行榜（4-27）,玉树小风子,04-27 11:18,"/news,600196,1028579886.html"
455,0,复星医药(600196)融资融券信息(04-26),复星医药资讯,04-27 07:50,"/news,600196,1028391453.html"
569,1,复星医药：融资净买入1.98亿元，两市排名第六（04-26）,复星医药资讯,04-27 07:34,"/news,600196,1028388100.html"
349,0,【图解季报】复星医药：2021年一季度归母净利润同比增长46.8%，费用管控效果显著,复星医药资讯,04-26 19:59,"/news,600196,1028405453.html"
6144,21,复星医药：2021年一季度净利润同比增长46.78%,一句话财报,04-26 19:52,"/news,600196,1028295619.html"
4028,3,2020年年报生物制品行业排行榜（4-25）,玉树小风子,04-25 16:47,"/news,600196,1027790829.html"
2316,1,复星医药本周融资净买入1.38亿元，居医药制造板块第三,两融追踪,04-25 15:06,"/news,600196,1027772826.html"
2190,0,复星医药本周沪股通持股市值减少1.69亿元，居医药制造板块第二,胖猫周周见,04-25 14:07,"/news,600196,1027765244.html"
796,0,复星医药(600196)融资融券信息(04-23),复星医药资讯,04-24 07:48,"/news,600196,1027626290.html"
808,0,复星医药：融资净买入6912.12万元，两市排名第15（04-23）,复星医药资讯,04-24 07:39,"/news,600196,1027624799.html"
3900,0,2020年年报生物制品行业排行榜（4-23）,玉树小风子,04-23 16:36,"/news,600196,1027508222.html"
707,0,复星医药(600196)融资融券信息(04-22),复星医药资讯,04-23 08:03,"/news,600196,1027136937.html"
700,0,复星医药：连续3日融资净买入累计1.14亿元（04-22）,复星医药资讯,04-23 07:53,"/news,600196,1027134750.html"
1764,0,复星医药预计明日收盘后（周一晚）披露一季报,定报披露提示,04-22 16:30,"/news,600196,1026996890.html"
501,0,复星医药(600196)融资融券信息(04-21),复星医药资讯,04-22 07:49,"/news,600196,1026651864.html"
493,0,复星医药：融资净买入4497.73万元，融资余额44.84亿元（04-21）,复星医药资讯,04-22 07:35,"/news,600196,1026648701.html"
4539,1,2020年年报生物制品行业排行榜（4-21）,玉树小风子,04-21 16:17,"/news,600196,1026515025.html"
530,0,复星医药(600196)融资融券信息(04-20),复星医药资讯,04-21 07:50,"/news,600196,1026174647.html"
484,0,复星医药：融资净买入6144.58万元，融资余额44.39亿元（04-20）,复星医药资讯,04-21 07:36,"/news,600196,1026171824.html"
559,0,复星医药(600196)融资融券信息(04-19),复星医药资讯,04-20 07:38,"/news,600196,1025657603.html"
591,1,复星医药：融资净偿还4448.97万元，融资余额43.77亿元（04-19）,复星医药资讯,04-20 07:34,"/news,600196,1025656484.html"
1252,0,复星医药本周融资净买入4789.78万元，居医药制造板块第四,两融追踪,04-18 15:07,"/news,600196,1025023354.html"
1318,0,复星医药本周获沪股通增持184.5万股 最新持股量4272.41万股,胖猫周周见,04-18 14:05,"/news,600196,1025016419.html"
79,0,复星医药(600196)融资融券信息(04-16),复星医药资讯,04-17 07:47,"/news,600196,1025283213.html"
76,0,复星医药：融资净买入7288.96万元，两市排名第11（04-16）,复星医药资讯,04-17 07:35,"/news,600196,1025294621.html"
3884,3,复星医药04月16日获沪股通增持604.39万股,聚焦沪深港,04-17 07:30,"/news,600196,1024896619.html"
4079,19,复星医药：4月16日主力资金净流入额占板块41.04%,复星医药资讯,04-16 15:55,"/news,600196,1024789168.html"
461,0,复星医药(600196)融资融券信息(04-15),复星医药资讯,04-16 07:48,"/news,600196,1024466539.html"
487,0,复星医药：融资净买入9.94万元，融资余额43.49亿元（04-15）,复星医药资讯,04-16 07:37,"/news,600196,1024463596.html"
4622,4,2020年年报生物制品行业排行榜（4-15）,玉树小风子,04-15 18:33,"/news,600196,1024362617.html"
2294,5,复星医药：子公司获药品临床试验批准,复星医药资讯,04-15 17:28,"/news,600196,1024348128.html"
2830,1,复星医药：用于实体瘤及淋巴瘤治疗的HLX26获批开展临床试验,复星医药资讯,04-15 17:17,"/news,600196,1024345716.html"
1390,2,复星医药：用于实体瘤及淋巴瘤治疗的HLX26获批开展临床试验,复星医药资讯,04-15 17:08,"/news,600196,1024343236.html"
519,0,复星医药(600196)融资融券信息(04-14),复星医药资讯,04-15 07:48,"/news,600196,1023989824.html"
417,0,复星医药：融资净买入1140.9万元，融资余额43.49亿元（04-14）,复星医药资讯,04-15 07:39,"/news,600196,1023987693.html"
6741,31,新冠mRNA疫苗研究利好频传 更多公司在跟进,复星医药资讯,04-14 19:04,"/news,600196,1023933892.html"
436,0,复星医药：融资净偿还1397.13万元，融资余额43.37亿元（04-13）,复星医药资讯,04-14 07:51,"/news,600196,1023524323.html"
467,0,复星医药(600196)融资融券信息(04-13),复星医药资讯,04-14 07:46,"/news,600196,1023523361.html"
507,0,复星医药(600196)融资融券信息(04-12),复星医药资讯,04-13 07:42,"/news,600196,1023052578.html"
441,0,复星医药：融资净偿还2252.89万元，融资余额43.51亿元（04-12）,复星医药资讯,04-13 07:35,"/news,600196,1023050950.html"
4197,0,定增市场周报：本周新增9例预案，合计募资197.29亿,再融资快讯,04-11 16:02,"/news,600196,1022503049.html"
2365,0,复星医药本周融资净买入5427.55万元，居医药制造板块第九,两融追踪,04-11 15:05,"/news,600196,1022497701.html"
587,0,复星医药(600196)融资融券信息(04-09),复星医药资讯,04-10 07:49,"/news,600196,1022368110.html"
515,0,复星医药：融资净买入3969.16万元，融资余额43.74亿元（04-09）,复星医药资讯,04-10 07:35,"/news,600196,1022365597.html"
4994,6,复星医药04月09日被沪股通减持465.46万股,聚焦沪深港,04-10 07:31,"/news,600196,1022364763.html"
3735,4,民营医院概念股近三日最受主力资金青睐,复星医药资讯,04-09 17:17,"/news,600196,1022276957.html"
1868,6,复星医药：实际对外担保金额占净资产的约49.28%,复星医药资讯,04-09 17:09,"/news,600196,1022275822.html"
559,0,复星医药(600196)融资融券信息(04-08),复星医药资讯,04-09 07:44,"/news,600196,1021926693.html"
502,0,复星医药：融资净买入4751.77万元，融资余额43.34亿元（04-08）,复星医药资讯,04-09 07:36,"/news,600196,1021925011.html"
4490,1,2020年年报生物制品行业排行榜（4-8）,玉树小风子,04-08 17:41,"/news,600196,1021821674.html"
463,0,复星医药：连续3日融资净偿还累计6083万元（04-07）,复星医药资讯,04-08 07:34,"/news,600196,1021457394.html"
2061,12,抗击疫情 复星医药用科研创新展现企业责任力,复星医药资讯,04-07 13:51,"/news,600196,1021363425.html"
2225,2,复星医药参股成立创业投资合伙企业,复星医药资讯,04-07 12:16,"/news,600196,1021247750.html"
465,0,复星医药：融资净偿还258.09万元，融资余额43.17亿元（04-06）,复星医药资讯,04-07 07:35,"/news,600196,1021036321.html"
3011,10,国金证券维持复星医药买入评级：创新疫苗国际领先 创新药接棒驱动成长,复星医药资讯,04-06 09:47,"/news,600196,1020698931.html"
2886,12,医药行业一周观察：调整后重归均衡 关注内生成长明确的一二线公司,复星医药资讯,04-06 09:12,"/news,600196,1020941371.html"
2105,0,复星医药本周融资净偿还1688.35万元，居医药制造板块第二十,两融追踪,04-05 15:07,"/news,600196,1020533725.html"
758,1,复星医药(600196)融资融券信息(04-02),复星医药资讯,04-03 07:50,"/news,600196,1019884283.html"
645,0,复星医药：融资净偿还2789.61万元，融资余额43.2亿元（04-02）,复星医药资讯,04-03 07:34,"/news,600196,1019881812.html"
1193,2,复星医药吴以芳：聚焦战略和人才 陆续推出创新产品,复星医药资讯,04-02 20:01,"/news,600196,1019845065.html"
1891,4,复星医药(600196-CN)：集团和BioNTech将继续配合中国香港及澳门政府疫苗接种计划 保障疫苗的供应,复星医药资讯,04-02 09:01,"/news,600196,1019513517.html"
413,0,复星医药(600196)融资融券信息(04-01),复星医药资讯,04-02 07:37,"/news,600196,1019452962.html"
396,0,复星医药：融资净买入2088.05万元，融资余额43.48亿元（04-01）,复星医药资讯,04-02 07:35,"/news,600196,1019452305.html"
3472,15,复星医药汉达远正式纳入医保,复星医药资讯,04-02 07:11,"/news,600196,1019458074.html"
767,1,复星发布港澳问题mRNA疫苗调查结果：问题与超低温运输包装相关 疫苗安全性和有效性不受影响,复星医药资讯,04-01 21:31,"/news,600196,1019439984.html"
6353,21,复星医药：将继续配合中国香港及澳门政府疫苗接种计划 保障疫苗的供应,复星医药资讯,04-01 20:02,"/news,600196,1019377654.html"
611,1,复星医药：将继续配合香港及澳门政府疫苗接种计划,复星医药资讯,04-01 19:59,"/news,600196,1019400814.html"
1373,3,群益证券给予复星医药买进评级：2020年扣非净利同比增长22% 符合预期,复星医药资讯,04-01 19:45,"/news,600196,1019395639.html"
1685,3,东吴证券给予复星医药买入评级 2020年年报点评：创新产品加速转化落地 医疗器械板块迎来新机遇,复星医药资讯,04-01 14:00,"/news,600196,1019300738.html"
1054,0,中航证券给予复星医药买入评级 2020年报点评：研发创新持续兑现 医疗器械业务增长亮眼,复星医药资讯,04-01 10:37,"/news,600196,1019227306.html"
501,0,复星医药(600196)融资融券信息(03-31),复星医药资讯,04-01 07:37,"/news,600196,1018991406.html"
410,0,复星医药：融资净偿还3001.88万元，融资余额43.27亿元（03-31）,复星医药资讯,04-01 07:36,"/news,600196,1018991056.html"
782,1,复星医药吴以芳：器械与诊断业务增长可期 不断推进ESG管理,复星医药资讯,03-31 20:04,"/news,600196,1018953124.html"
2300,7,创新成果加速转化落地 复星医药业绩将持续稳定增长,复星医药资讯,03-31 18:08,"/news,600196,1018890705.html"
901,0,复星医药2020年的关键词：创新研发和新冠疫苗,复星医药资讯,03-31 10:45,"/news,600196,1018868147.html"
3235,3,消费品行业价值分析 看这篇就够了,复星医药资讯,03-31 09:53,"/news,600196,1018726621.html"
567,0,读财报系列—— 一文看懂复星医药20年度利润表,龚太郎,03-31 09:32,"/news,600196,1018569420.html"
800,1,复星医药吴以芳：医保谈判利好行业 创新药可及性得以加速,复星医药资讯,03-31 07:54,"/news,600196,1018548820.html"
388,0,复星医药(600196)融资融券信息(03-30),复星医药资讯,03-31 07:41,"/news,600196,1018530345.html"
328,0,复星医药：融资净买入1970.82万元，融资余额43.57亿元（03-30）,复星医药资讯,03-31 07:37,"/news,600196,1018529217.html"
2489,12,复星医药2020年营收超300亿 正推进mRNA新冠疫苗在中国内地上市,复星医药资讯,03-30 23:54,"/news,600196,1018515519.html"
381,0,复星医药吴以芳：将推动抗帕金森新药在中国上市,复星医药资讯,03-30 23:04,"/news,600196,1018515654.html"
102,0,复星医药2020年扣非净利润27.18亿元 增长22%，坚定创新转型,复星医药资讯,03-30 22:28,"/news,600196,1018894023.html"
555,2,复星医药2020年净利润增长10.27% 董事长吴以芳解读“对标强生”,复星医药资讯,03-30 22:25,"/news,600196,1018515686.html"
216,0,复星医药董事长吴以芳：生物类似药大大提升药物可及性 不排除部分品种被纳入集采,复星医药资讯,03-30 22:24,"/news,600196,1018511225.html"
2090,1,复星医药吴以芳：不排除生物类似药会进集采 要做好产能准备,复星医药资讯,03-30 18:19,"/news,600196,1018411362.html"
4800,2,2020年年报生物制品行业排行榜（3-30）,玉树小风子,03-30 17:22,"/news,600196,1018397427.html"
2557,21,中泰证券维持复星医药买入评级：创新品种集中上市放量 主业重回较好增长,复星医药资讯,03-30 17:05,"/news,600196,1018393261.html"
995,6,复星医药去年扣非净利润达27亿元 多个创新成果加速转化落地,复星医药资讯,03-30 13:30,"/news,600196,1018407928.html"
4345,19,复星医药CSR报告评级跃升为卓越 | 美通社,复星医药资讯,03-30 13:28,"/news,600196,1018312082.html"
1125,2,复星医药2020年净利润36.63亿元  制药业务贡献收入超七成,复星医药资讯,03-30 13:10,"/news,600196,1018312077.html"
425,0,复星医药2020年实现扣非净利润27.18亿元  同比增长21.65%,复星医药资讯,03-30 10:50,"/news,600196,1018253417.html"
1038,12,多个创新成果加速转化落地 复星医药2020年净利增长10%,复星医药资讯,03-30 10:29,"/news,600196,1018246902.html"
400,0,复星医药(600196)融资融券信息(03-29),复星医药资讯,03-30 07:48,"/news,600196,1018036686.html"
342,0,复星医药：融资净买入44.27万元，融资余额43.37亿元（03-29）,复星医药资讯,03-30 07:35,"/news,600196,1018033718.html"
1482,4,复星医药去年净利增10.27% 全年研发投入逾40亿元,复星医药资讯,03-30 05:02,"/news,600196,1018024910.html"
278,0,【图解年报】复星医药：2020年归母净利润同比增长10.3%，费用管控效果显著,复星医药资讯,03-30 00:40,"/news,600196,1018052117.html"
761,1,复星医药公布2020年度业绩：净利润36.63亿,复星医药资讯,03-29 23:48,"/news,600196,1018025099.html"
401,0,复星医药2020年净利同比增逾一成 拟10派4.3元,复星医药资讯,03-29 22:43,"/news,600196,1018015170.html"
616,1,复星医药：2020年度净利润约36.63亿元 同比增加10.27%,复星医药资讯,03-29 21:20,"/news,600196,1017995181.html"
2419,2,复星医药：2020年净利润同比增长10.27%，拟10派4.3,一句话财报,03-29 20:12,"/news,600196,1017962613.html"
704,1,复星医药年度报告：2020年净利润同比增长10% 拟10派4.3元,复星医药资讯,03-29 20:11,"/news,600196,1017983514.html"
639,2,复星医药：2020年净利36.63亿元 同比增10%,复星医药资讯,03-29 20:11,"/news,600196,1017983304.html"
14289,70,复星医药：2020年净利同比增长10.27%,复星医药资讯,03-29 20:09,"/news,600196,1017962631.html"
3443,0,复星医药2020年度拟10派4.3元,复星医药资讯,03-29 20:09,"/news,600196,1017982548.html"
3467,23,复星医药：复宏汉霖获RX208研发、生产及商业化相关权利许可,复星医药资讯,03-28 19:21,"/news,600196,1017564953.html"
995,2,复星医药本周融资净偿还6295.77万元，居医药制造板块第十,两融追踪,03-28 15:06,"/news,600196,1017536594.html"
2326,7,复星医药本周沪股通持股市值增加2.91亿元，居医药制造板块第三,胖猫周周见,03-28 14:06,"/news,600196,1017530224.html"
120,0,复星医药：连续3日融资净偿还累计1.11亿元（03-26）,复星医药资讯,03-27 07:35,"/news,600196,1017607587.html"
316,0,复星医药：融资净偿还3620.92万元，融资余额43.9亿元（03-25）,复星医药资讯,03-26 07:36,"/news,600196,1016991185.html"
1353,0,复星医药预计明日收盘后（周一晚）披露年报,定报披露提示,03-25 16:30,"/news,600196,1016871002.html"
276,0,复星医药：融资净偿还2079.39万元，融资余额44.27亿元（03-24）,复星医药资讯,03-25 07:35,"/news,600196,1016560724.html"
6428,51,新冠疫苗封盖包装有瑕疵 港澳突然“喊停” 这只医药大白马股价遭“双杀”,复星医药资讯,03-24 18:13,"/news,600196,1016457879.html"
1549,2,复星医药：批号“210102”mRNA新冠疫苗封盖存在瑕疵 港澳地区今起暂停接种,复星医药资讯,03-24 13:40,"/news,600196,1016460559.html"
626,3,疫苗暂停于香港、澳门使用并封存 复星医药午后跳水,复星医药资讯,03-24 13:40,"/news,600196,1016497154.html"
763,1,复星医药跌幅扩大至7%,复星医药资讯,03-24 13:07,"/news,600196,1016357559.html"
8783,44,复星医药跌幅扩大至7%,复星医药资讯,03-24 13:07,"/news,600196,1016303208.html"
19347,111,复星医药：疫苗暂停于中国香港、澳门使用并作封存 系出于对产品安全高度负责的态度谨慎做出,复星医药资讯,03-24 12:35,"/news,600196,1016283147.html"
347,0,复星医药：融资净买入5943.47万元，两市排名第14（03-23）,复星医药资讯,03-24 07:34,"/news,600196,1016090574.html"
405,0,复星医药：融资净偿还1151.61万元，融资余额43.88亿元（03-22）,复星医药资讯,03-23 07:37,"/news,600196,1015645140.html"
880,0,复星医药本周融资净买入4223.85万元，居医药制造板块第十一,两融追踪,03-21 15:09,"/news,600196,1015161989.html"
1312,0,沪股通连续3周净买入复星医药 累计净买入2.09亿元,胖猫周周见,03-21 14:06,"/news,600196,1015154570.html"
771,0,复星医药(600196)融资融券信息(03-19),复星医药资讯,03-20 07:39,"/news,600196,1015037798.html"
114,0,复星医药：融资净偿还1812.6万元，融资余额44亿元（03-19）,复星医药资讯,03-20 07:34,"/news,600196,1015234481.html"
571,0,复星医药(600196)融资融券信息(03-18),复星医药资讯,03-19 07:45,"/news,600196,1014583947.html"
443,0,复星医药：融资净买入892.62万元，融资余额44.18亿元（03-18）,复星医药资讯,03-19 07:37,"/news,600196,1014582629.html"
476,0,复星医药(600196)融资融券信息(03-17),复星医药资讯,03-18 07:52,"/news,600196,1014140159.html"
392,0,复星医药：融资净偿还1426.86万元，融资余额44.09亿元（03-17）,复星医药资讯,03-18 07:35,"/news,600196,1014137143.html"
4780,29,复星医药新药临床试验获批 2026年一线肝癌靶向药市场规模或超百亿,复星医药资讯,03-17 22:56,"/news,600196,1014103384.html"
4578,17,复星医药：YP01001胶囊用于治疗晚期实体瘤获批临床试验,复星医药资讯,03-17 19:12,"/news,600196,1014056371.html"
502,0,复星医药(600196)融资融券信息(03-16),复星医药资讯,03-17 07:39,"/news,600196,1013714723.html"
548,1,复星医药：融资净偿还3114.49万元，融资余额44.23亿元（03-16）,复星医药资讯,03-17 07:35,"/news,600196,1013713933.html"
554,0,复星医药(600196)融资融券信息(03-15),复星医药资讯,03-16 07:48,"/news,600196,1013285118.html"
